"name","scientific_name","description","image_link","cleaned_name","cleaned_description"
"Oyster Toadfish","Opsanus tau","A bottom-dwelling coastal marine fish (a toadfish) known for its large head, broad mouth, cryptic coloration, and distinctive grunting/boatwhistle-like sounds. Commonly associated with oyster reefs, pilings, and other structured habitats in estuaries and nearshore waters.","https://a-z-animals.com/media/2021/11/oyster-toadfish5-1024x535.jpg","oyster toadfish","A bottom-dwelling coastal marine fish (a [REDACTED]) known for its large head, broad mouth, cryptic coloration, and distinctive grunting/boatwhistle-like sounds. Commonly associated with [REDACTED] reefs, pilings, and other structured habitats in estuaries and nearshore waters."
"Ozark Bass","Ambloplites constellatus","Ozark bass is a freshwater ray-finned fish in the sunfish family (Centrarchidae), part of the rock bass genus Ambloplites. It is recognized as a distinct species native to the Ozark highlands.","https://a-z-animals.com/media/2022/11/iStock-453688915-1024x731.jpg","ozark bass","[REDACTED] is a freshwater ray-finned fish in the sunfish family (Centrarchidae), part of the rock [REDACTED] genus Ambloplites. It is recognized as a distinct species native to the [REDACTED] highlands."
"Pachycephalosaurus","Pachycephalosaurus","Pachycephalosaurus is a genus of dome-headed pachycephalosaurid dinosaurs known from the Late Cretaceous (Maastrichtian) of western North America. It is characterized by an extremely thickened skull roof forming a rounded dome, and it was a bipedal ornithischian with small teeth and a robust build.","https://a-z-animals.com/media/2022/07/Pachycephalosaurus2-1024x622.jpg","pachycephalosaurus","[REDACTED] is a genus of dome-headed pachycephalosaurid dinosaurs known from the Late Cretaceous (Maastrichtian) of western North America. It is characterized by an extremely thickened skull roof forming a rounded dome, and it was a bipedal ornithischian with small teeth and a robust build."
"Pacific Coast Tick","Dermacentor occidentalis","Dermacentor occidentalis is a hard tick (family Ixodidae) native to western North America, especially coastal and adjacent inland areas of the western United States. It is an ectoparasite that feeds on a range of mammalian hosts (and sometimes other vertebrates) across its life stages and is of medical/veterinary importance as a potential vector of pathogens.","https://a-z-animals.com/media/2023/01/Dermacentor_occidentalis_-Harmony_Headlands_State_Park_California_USA-8-1024x868.jpg","pacific coast tick","Dermacentor occidentalis is a hard [REDACTED] (family Ixodidae) native to western North America, especially [REDACTED]al and adjacent inland areas of the western United States. It is an ectoparasite that feeds on a range of mammalian hosts (and sometimes other vertebrates) across its life stages and is of medical/veterinary importance as a potential vector of pathogens."
"Pacific Sleeper Shark","Somniosus pacificus","A large, deepwater dogfish shark (sleeper shark) of the North Pacific, known for slow movement, cold/deep habitat use, and opportunistic feeding that includes scavenging and active predation.","https://a-z-animals.com/media/2022/08/Pacific_sleeper_shark-1024x640.jpg","pacific sleeper shark","A large, deepwater dogfish [REDACTED] ([REDACTED] [REDACTED]) of the North [REDACTED], known for slow movement, cold/deep habitat use, and opportunistic feeding that includes scavenging and active predation."
"Pacific Spaghetti Eel","Moringua edwardsi","A very slender, wormlike moringuid eel (“spaghetti eel”) adapted for burrowing in soft substrates; like other spaghetti eels it is secretive and often encountered in sand/mud rather than in open water.","https://a-z-animals.com/media/2022/12/shutterstock_1733574614-1024x683.jpg","pacific spaghetti eel","A very slender, wormlike moringuid [REDACTED] (“[REDACTED] [REDACTED]”) adapted for burrowing in soft substrates; like other [REDACTED] [REDACTED]s it is secretive and often encountered in sand/mud rather than in open water."
"Paddlefish","Polyodontidae","Paddlefishes are large, ancient ray-finned fishes closely related to sturgeons (order Acipenseriformes). They are notable for their elongated, paddle-like rostrum and (in the best-known living species) filter-feeding on zooplankton.","https://a-z-animals.com/media/paddlefish-1.jpg","paddlefish","[REDACTED]es are large, ancient ray-finned fishes closely related to sturgeons (order Acipenseriformes). They are notable for their elongated, paddle-like rostrum and (in the best-known living species) filter-feeding on zooplankton."
"Pademelon","Thylogale","Pademelons are small macropods (kangaroo relatives) in the genus Thylogale, characterized by compact bodies, relatively short hind limbs compared with larger wallabies/kangaroos, and a preference for dense ground cover. They are mostly crepuscular/nocturnal grazers/browsers, often moving from forest cover to feed in adjacent clearings.","https://a-z-animals.com/media/animals/images/original/pademelon.jpg","pademelon","[REDACTED]s are small macropods (kangaroo relatives) in the genus Thylogale, characterized by compact bodies, relatively short hind limbs compared with larger wallabies/kangaroos, and a preference for dense ground cover. They are mostly crepuscular/nocturnal grazers/browsers, often moving from forest cover to feed in adjacent clearings."
"Painted Bunting","Passerina ciris","The Painted Bunting (Passerina ciris) is a small songbird in the cardinal family (Cardinalidae), noted for the striking multi-colored adult male plumage and a seed/insect diet.","https://a-z-animals.com/media/2021/11/Painted-Bunting-1024x535.jpg","painted bunting","The [REDACTED] (Passerina ciris) is a small songbird in the cardinal family (Cardinalidae), noted for the striking multi-colored adult male plumage and a seed/insect diet."
"Painted Turtle","Chrysemys picta","A common, adaptable North American freshwater turtle known for its smooth dark carapace and vivid red/yellow striping on the neck, limbs, and shell margins; frequently seen basking on logs and rocks.","https://a-z-animals.com/media/2021/05/painted-turtle-1024x439.jpg","painted turtle","A common, adaptable North American freshwater [REDACTED] known for its smooth dark carapace and vivid red/yellow striping on the neck, limbs, and shell margins; frequently seen basking on logs and rocks."
"Palaeoloxodon namadicus","Palaeoloxodon namadicus","Palaeoloxodon namadicus is an extinct species of elephantid (family Elephantidae) known from the Pleistocene of the Indian subcontinent and adjacent regions. It belongs to the straight-tusked elephant lineage (genus Palaeoloxodon), characterized by robust builds and relatively straighter tusks compared with many mammoths.","https://a-z-animals.com/media/2022/11/Palaeoloxodon_namadicus-bpk-1024x721.jpg","palaeoloxodon namadicus","[REDACTED] is an extinct species of elephantid (family Elephantidae) known from the Pleistocene of the Indian subcontinent and adjacent regions. It belongs to the straight-tusked elephant lineage (genus [REDACTED]), characterized by robust builds and relatively straighter tusks compared with many mammoths."
"Palaeophis","Palaeophis","Palaeophis is an extinct genus of snakes in the family Palaeophiidae, best known from Paleogene fossils (notably Eocene). Members are commonly interpreted as highly aquatic—often marine or estuarine—snakes, with much of their fossil record consisting of vertebrae.","https://a-z-animals.com/media/2022/03/Palaeophis_maghrebianus_life_restoration.jpg","palaeophis","[REDACTED] is an extinct genus of snakes in the family Palaeophiidae, best known from Paleogene fossils (notably Eocene). Members are commonly interpreted as highly aquatic—often marine or estuarine—snakes, with much of their fossil record consisting of vertebrae."
"Paleoparadoxia","Paleoparadoxia","Paleoparadoxia is a genus of extinct, herbivorous, semi-aquatic marine mammals within Desmostylia, a peculiar group endemic to the North Pacific during the Oligocene–Miocene. It is often compared ecologically to modern sirenians (manatees/dugongs), though it is not a sirenian.","https://a-z-animals.com/media/2022/08/Paleoparadoxia_BW.jpg","paleoparadoxia","[REDACTED] is a genus of extinct, herbivorous, semi-aquatic marine mammals within Desmostylia, a peculiar group endemic to the North Pacific during the Oligocene–Miocene. It is often compared ecologically to modern sirenians (manatees/dugongs), though it is not a sirenian."
"Pallas’ Cat","Otocolobus manul","Pallas's cat (manul) is a small wild cat native to the grasslands and rocky steppes of Central and parts of West Asia, known for its dense coat, stocky build, and flattened face—adaptations to cold, arid environments.","https://a-z-animals.com/media/2025/06/shutterstock-1328318315-huge-licensed-scaled-1024x683.jpg","pallas' cat","Pallas's [REDACTED] (manul) is a small wild [REDACTED] native to the grasslands and rocky steppes of Central and parts of West Asia, known for its dense coat, stocky build, and flattened face—adaptations to cold, arid environments."
"Palm Rat","Rattus rattus","The black rat (Rattus rattus) is a slender, highly adaptable commensal rodent often associated with buildings, ports, and vegetation like palms. It is an excellent climber and frequently nests above ground, distinguishing it from the more terrestrial brown rat.","https://a-z-animals.com/media/2022/10/Palm-Rat-1024x681.jpg","palm rat","The black [REDACTED] ([REDACTED]tus [REDACTED]tus) is a slender, highly adaptable commensal rodent often associated with buildings, ports, and vegetation like [REDACTED]s. It is an excellent climber and frequently nests above ground, distinguishing it from the more terrestrial brown [REDACTED]."
